# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
1.437185929648240972e+02,6.565656565656563526e-02,1.343958307820765760e-05
1.447236180904522485e+02,5.555555555555552472e-02,1.272815123156710399e-05
1.457286432160803997e+02,4.545454545454541417e-02,1.197861941854792348e-05
1.467336683417085226e+02,3.535353535353530363e-02,1.119883705870780932e-05
1.477386934673366738e+02,2.525252525252519309e-02,1.039830221392747177e-05
1.487437185929647967e+02,1.515151515151513806e-02,9.587659076368374532e-06
1.497487437185929480e+02,5.050505050505027516e-03,8.778083132273625607e-06
1.507537688442210992e+02,-5.050505050505083027e-03,7.980629705709576391e-06
1.517587939698492221e+02,-1.515151515151524908e-02,7.205623609770968198e-06
1.527638190954773734e+02,-2.525252525252530411e-02,6.462154571364108332e-06
1.537688442211055246e+02,-3.535353535353535914e-02,5.757719964727855357e-06
1.547738693467336475e+02,-4.545454545454552520e-02,5.098029976122031656e-06
1.557788944723617988e+02,-5.555555555555558023e-02,4.486966723817076013e-06
1.567839195979899500e+02,-6.565656565656574628e-02,3.926671947347744312e-06
1.577889447236180729e+02,-7.575757575757580131e-02,3.417728933463311497e-06
1.587939698492462242e+02,-8.585858585858585634e-02,2.959402580382869936e-06
1.597989949748743470e+02,-9.595959595959602240e-02,2.549904974235035523e-06
1.608040201005024983e+02,-1.060606060606060774e-01,2.186660324994858227e-06
1.618090452261306496e+02,-1.161616161616162435e-01,1.866550628820528754e-06
1.628140703517587724e+02,-1.262626262626262985e-01,1.586130594252586456e-06
1.638190954773869237e+02,-1.363636363636364646e-01,1.341806384135990168e-06
1.648241206030150465e+02,-1.464646464646465196e-01,1.129977264796334094e-06
1.658291457286431978e+02,-1.565656565656565746e-01,9.471423331649349326e-07
1.668341708542713491e+02,-1.666666666666667407e-01,7.899763157156383481e-07
1.678391959798994719e+02,-1.767676767676767957e-01,6.553792805095427461e-07
1.688442211055276232e+02,-1.868686868686869618e-01,5.405052599310464079e-07
1.698492462311557745e+02,-1.969696969696970168e-01,4.427744940095298454e-07
1.708542713567838973e+02,-2.070707070707071829e-01,3.598734676869632905e-07
1.718592964824120486e+02,-2.171717171717172379e-01,2.897462709295294359e-07
1.728643216080401999e+02,-2.272727272727272929e-01,2.305801526490504965e-07
1.738693467336683227e+02,-2.373737373737374590e-01,1.807875250275655372e-07
1.748743718592964740e+02,-2.474747474747475140e-01,1.389861341871625517e-07
1.758793969849245968e+02,-2.575757575757576801e-01,1.039786576367821982e-07
1.768844221105527481e+02,-2.676767676767677351e-01,7.473261845093796313e-08
1.778894472361808994e+02,-2.777777777777777901e-01,5.036121374841026930e-08
1.788944723618090222e+02,-2.878787878787879562e-01,3.010543067844510316e-08
1.798994974874371735e+02,-2.979797979797980112e-01,1.331765562234161227e-08
1.809045226130652964e+02,-3.080808080808081773e-01,-5.531390562071352150e-10
1.819095477386934476e+02,-3.181818181818182323e-01,-1.197463138878478051e-08
1.829145728643215989e+02,-3.282828282828283983e-01,-2.134286694832296183e-08
1.839195979899497218e+02,-3.383838383838384534e-01,-2.899255027674243489e-08
1.849246231155778730e+02,-3.484848484848485084e-01,-3.520602445323226093e-08
1.859296482412060243e+02,-3.585858585858586745e-01,-4.022106189347526370e-08
1.869346733668341471e+02,-3.686868686868687295e-01,-4.423759097225715714e-08
1.879396984924622984e+02,-3.787878787878788955e-01,-4.742347940192751396e-08
1.889447236180904497e+02,-3.888888888888889506e-01,-4.991948838420917707e-08
1.899497487437185725e+02,-3.989898989898991166e-01,-5.184350275916673650e-08
1.909547738693467238e+02,-4.090909090909091717e-01,-5.329413269347780817e-08
1.919597989949748467e+02,-4.191919191919192267e-01,-5.435377254879384261e-08
1.929648241206029979e+02,-4.292929292929293927e-01,-5.509119291119309411e-08
1.939698492462311492e+02,-4.393939393939394478e-01,-5.556373262036079062e-08
1.949748743718592721e+02,-4.494949494949496138e-01,-5.581914918408201389e-08
1.959798994974874233e+02,-4.595959595959596689e-01,-5.589717827650424219e-08
1.969849246231155462e+02,-4.696969696969697239e-01,-5.583084612086820947e-08
1.979899497487436975e+02,-4.797979797979798899e-01,-5.564757243629356755e-08
1.989949748743718487e+02,-4.898989898989899450e-01,-5.537009623772380979e-08
2.000000000000000000e+02,-5.000000000000000000e-01,-5.501725207088242671e-08
