# # Data simulated with Soft Potato 2.0, for more information visit https://oliverrdz.xyz/soft-potato
# # t/s, E/V, i/A
1.487437185929647967e+02,1.515151515151513806e-02,-3.547088703097414219e-05
1.497487437185929480e+02,5.050505050505027516e-03,-4.637812583633215378e-05
1.507537688442210992e+02,-5.050505050505083027e-03,-5.578644937597912023e-05
1.517587939698492221e+02,-1.515151515151524908e-02,-6.255703150999028647e-05
1.527638190954773734e+02,-2.525252525252530411e-02,-6.616303441932367031e-05
1.537688442211055246e+02,-3.535353535353535914e-02,-6.678342769464062272e-05
1.547738693467336475e+02,-4.545454545454552520e-02,-6.508394213209892532e-05
1.557788944723617988e+02,-5.555555555555558023e-02,-6.188786573621795619e-05
1.567839195979899500e+02,-6.565656565656574628e-02,-5.792833584773345170e-05
1.577889447236180729e+02,-7.575757575757580131e-02,-5.374142420126603882e-05
1.587939698492462242e+02,-8.585858585858585634e-02,-4.966320782720627251e-05
1.597989949748743470e+02,-9.595959595959602240e-02,-4.587356518880528205e-05
1.608040201005024983e+02,-1.060606060606060774e-01,-4.244770763405230230e-05
1.618090452261306496e+02,-1.161616161616162435e-01,-3.939840071804020936e-05
1.628140703517587724e+02,-1.262626262626262985e-01,-3.670523796123059673e-05
1.638190954773869237e+02,-1.363636363636364646e-01,-3.433290338953633012e-05
1.648241206030150465e+02,-1.464646464646465196e-01,-3.224164314634955715e-05
1.658291457286431978e+02,-1.565656565656565746e-01,-3.039276304855731590e-05
1.668341708542713491e+02,-1.666666666666667407e-01,-2.875116977896811246e-05
1.678391959798994719e+02,-1.767676767676767957e-01,-2.728626074109443206e-05
1.688442211055276232e+02,-1.868686868686869618e-01,-2.597195359394082343e-05
1.698492462311557745e+02,-1.969696969696970168e-01,-2.478631163616992628e-05
1.708542713567838973e+02,-2.070707070707071829e-01,-2.371101590463088767e-05
1.718592964824120486e+02,-2.171717171717172379e-01,-2.273081426402958282e-05
1.728643216080401999e+02,-2.272727272727272929e-01,-2.183300944651384891e-05
1.738693467336683227e+02,-2.373737373737374590e-01,-2.100701074199823394e-05
1.748743718592964740e+02,-2.474747474747475140e-01,-2.024395468699870839e-05
1.758793969849245968e+02,-2.575757575757576801e-01,-1.953639079578506276e-05
1.768844221105527481e+02,-2.676767676767677351e-01,-1.887802453187446800e-05
1.778894472361808994e+02,-2.777777777777777901e-01,-1.826350871634399066e-05
1.788944723618090222e+02,-2.878787878787879562e-01,-1.768827494787461528e-05
1.798994974874371735e+02,-2.979797979797980112e-01,-1.714839757579106122e-05
1.809045226130652964e+02,-3.080808080808081773e-01,-1.664048390516232256e-05
1.819095477386934476e+02,-3.181818181818182323e-01,-1.616158541968140002e-05
1.829145728643215989e+02,-3.282828282828283983e-01,-1.570912579414037141e-05
1.839195979899497218e+02,-3.383838383838384534e-01,-1.528084230616839971e-05
1.849246231155778730e+02,-3.484848484848485084e-01,-1.487473794776822731e-05
1.859296482412060243e+02,-3.585858585858586745e-01,-1.448904209637655858e-05
1.869346733668341471e+02,-3.686868686868687295e-01,-1.412217805192619090e-05
1.879396984924622984e+02,-3.787878787878788955e-01,-1.377273610053457896e-05
1.889447236180904497e+02,-3.888888888888889506e-01,-1.343945104458426523e-05
1.899497487437185725e+02,-3.989898989898991166e-01,-1.312118335842200095e-05
1.909547738693467238e+02,-4.090909090909091717e-01,-1.281690330113879573e-05
1.919597989949748467e+02,-4.191919191919192267e-01,-1.252567745311919071e-05
1.929648241206029979e+02,-4.292929292929293927e-01,-1.224665724929586376e-05
1.939698492462311492e+02,-4.393939393939394478e-01,-1.197906916570161524e-05
1.949748743718592721e+02,-4.494949494949496138e-01,-1.172220628194261680e-05
1.959798994974874233e+02,-4.595959595959596689e-01,-1.147542099450237100e-05
1.969849246231155462e+02,-4.696969696969697239e-01,-1.123811869734082698e-05
1.979899497487436975e+02,-4.797979797979798899e-01,-1.100975227940539784e-05
1.989949748743718487e+02,-4.898989898989899450e-01,-1.078981731522879783e-05
2.000000000000000000e+02,-5.000000000000000000e-01,-1.057784784617669943e-05
